id:ID,name,category,price:float
146,product_146,electronics,280.61
147,product_147,toys,140.76
148,product_148,home,475.97
149,product_149,books,210.6
150,product_150,apparel,74.25
151,product_151,electronics,212.0
152,product_152,grocery,420.59
153,product_153,books,162.99
154,product_154,beauty,470.88
155,product_155,sports,471.83
156,product_156,home,170.23
157,product_157,grocery,431.79
158,product_158,home,94.29
159,product_159,sports,212.16
160,product_160,electronics,344.88
161,product_161,sports,207.56
162,product_162,grocery,159.55
163,product_163,toys,144.64
164,product_164,beauty,117.89
165,product_165,home,329.68
166,product_166,sports,25.75
167,product_167,books,60.75
168,product_168,electronics,479.86
169,product_169,beauty,53.94
170,product_170,electronics,199.92
171,product_171,toys,28.22
172,product_172,books,166.66
173,product_173,sports,117.83
174,product_174,toys,202.98
175,product_175,sports,45.71
176,product_176,books,291.07
177,product_177,beauty,378.46
178,product_178,sports,97.77
179,product_179,toys,69.7
180,product_180,home,489.37
181,product_181,beauty,441.21
182,product_182,apparel,130.35
183,product_183,beauty,82.52
184,product_184,home,73.77
185,product_185,apparel,124.46
186,product_186,apparel,117.68
187,product_187,apparel,206.07
188,product_188,toys,393.55
189,product_189,sports,165.06
190,product_190,sports,194.59
191,product_191,beauty,108.68
192,product_192,sports,217.01
193,product_193,grocery,7.89
194,product_194,electronics,95.78
195,product_195,grocery,335.02
196,product_196,apparel,8.28
197,product_197,sports,371.86
198,product_198,books,400.83
199,product_199,home,135.91
200,product_200,apparel,198.01
201,product_201,home,292.52
202,product_202,sports,393.48
203,product_203,sports,284.66
204,product_204,books,42.96
205,product_205,toys,304.85
206,product_206,home,37.12
207,product_207,home,272.8
208,product_208,grocery,30.09
209,product_209,beauty,172.8
210,product_210,books,25.95
211,product_211,sports,349.95
212,product_212,home,154.45
213,product_213,beauty,212.12
214,product_214,grocery,254.28
215,product_215,grocery,484.35
216,product_216,sports,223.48
217,product_217,home,416.47
218,product_218,books,404.7
219,product_219,toys,393.0
220,product_220,apparel,343.35
221,product_221,toys,402.56
222,product_222,grocery,223.94
223,product_223,apparel,481.39
224,product_224,toys,441.04
225,product_225,apparel,244.1
226,product_226,toys,11.37
227,product_227,apparel,466.94
228,product_228,beauty,426.62
229,product_229,sports,304.55
230,product_230,toys,167.49
231,product_231,home,44.69
232,product_232,books,260.44
233,product_233,toys,154.32
234,product_234,grocery,258.0
235,product_235,toys,419.7
236,product_236,apparel,427.49
237,product_237,beauty,496.78
238,product_238,grocery,468.73
239,product_239,home,35.69
240,product_240,home,372.34
241,product_241,sports,144.95
242,product_242,toys,322.93
243,product_243,grocery,367.16
244,product_244,sports,371.02
245,product_245,grocery,214.9
246,product_246,electronics,297.4
247,product_247,apparel,222.35
248,product_248,grocery,34.59
249,product_249,home,247.11
250,product_250,home,119.58
251,product_251,beauty,431.75
252,product_252,beauty,104.02
253,product_253,home,81.16
254,product_254,electronics,160.59
255,product_255,sports,483.57
256,product_256,electronics,406.53
257,product_257,toys,413.85
258,product_258,electronics,54.26
259,product_259,electronics,52.01
260,product_260,home,346.56
261,product_261,apparel,419.71
262,product_262,beauty,345.68
263,product_263,home,359.8
264,product_264,toys,177.07
265,product_265,beauty,450.73
266,product_266,toys,359.74
267,product_267,home,351.38
268,product_268,home,287.34
269,product_269,electronics,326.96
270,product_270,home,460.76
271,product_271,home,176.13
272,product_272,grocery,190.62
273,product_273,electronics,465.24
274,product_274,beauty,425.91
275,product_275,grocery,326.86
276,product_276,toys,275.64
277,product_277,home,32.85
278,product_278,toys,404.25
279,product_279,beauty,247.41
280,product_280,home,208.79
281,product_281,sports,477.38
282,product_282,grocery,382.33
283,product_283,beauty,332.22
284,product_284,books,259.28
285,product_285,electronics,49.06
286,product_286,grocery,155.84
287,product_287,beauty,434.69
288,product_288,books,196.35
289,product_289,books,207.4
290,product_290,books,49.02
291,product_291,grocery,354.96
292,product_292,electronics,330.5
293,product_293,books,82.51
294,product_294,toys,134.33
295,product_295,home,70.51
296,product_296,grocery,222.72
297,product_297,electronics,214.91
298,product_298,beauty,137.9
299,product_299,books,44.68
300,product_300,grocery,202.73
301,product_301,electronics,437.14
302,product_302,electronics,33.54
303,product_303,beauty,82.1
304,product_304,books,216.6
305,product_305,beauty,376.75
306,product_306,grocery,474.57
307,product_307,books,413.81
308,product_308,electronics,107.06
309,product_309,books,496.45
310,product_310,home,237.65
311,product_311,electronics,387.17
312,product_312,grocery,439.76
313,product_313,toys,452.01
314,product_314,sports,248.09
315,product_315,grocery,475.9
316,product_316,apparel,143.03
317,product_317,books,246.83
318,product_318,apparel,358.69
319,product_319,apparel,6.64
320,product_320,electronics,17.88
321,product_321,apparel,381.02
322,product_322,home,209.28
323,product_323,apparel,308.1
324,product_324,home,413.6
325,product_325,beauty,397.74
326,product_326,toys,282.68
327,product_327,apparel,214.8
328,product_328,grocery,439.04
329,product_329,electronics,323.3
330,product_330,grocery,245.93
331,product_331,apparel,369.84
332,product_332,electronics,58.25
333,product_333,sports,352.19
334,product_334,sports,192.99
335,product_335,apparel,377.04
336,product_336,apparel,234.06
337,product_337,toys,455.03
338,product_338,toys,438.1
339,product_339,sports,296.62
340,product_340,grocery,114.15
341,product_341,sports,468.16
342,product_342,electronics,150.3
343,product_343,grocery,147.63
344,product_344,electronics,165.11
345,product_345,home,241.88
346,product_346,home,246.74
347,product_347,sports,448.71
348,product_348,grocery,327.39
349,product_349,apparel,83.57
350,product_350,toys,196.1
351,product_351,books,170.52
352,product_352,beauty,71.66
353,product_353,toys,388.05
354,product_354,toys,429.69
355,product_355,books,252.57
356,product_356,apparel,265.86
357,product_357,home,31.06
358,product_358,sports,230.77
359,product_359,beauty,313.17
360,product_360,electronics,54.82
361,product_361,books,251.84
362,product_362,electronics,442.52
363,product_363,grocery,286.54
364,product_364,sports,73.18
365,product_365,electronics,174.8
366,product_366,books,281.89
367,product_367,toys,443.63
368,product_368,books,401.4
369,product_369,apparel,133.65
370,product_370,books,328.75
371,product_371,electronics,408.31
372,product_372,home,329.97
373,product_373,grocery,492.29
374,product_374,beauty,53.56
375,product_375,books,9.58
376,product_376,home,385.36
377,product_377,home,141.57
378,product_378,sports,169.67
379,product_379,books,164.26
380,product_380,books,297.94
381,product_381,books,393.49
382,product_382,books,121.45
383,product_383,home,64.83
384,product_384,beauty,113.68
385,product_385,grocery,73.15
386,product_386,home,97.49
387,product_387,sports,486.15
388,product_388,beauty,147.47
389,product_389,sports,394.55
390,product_390,books,18.46
391,product_391,sports,483.72
392,product_392,books,254.35
393,product_393,toys,12.11
394,product_394,books,80.4
395,product_395,sports,61.22
396,product_396,books,419.77
397,product_397,books,387.02
398,product_398,books,104.14
399,product_399,books,469.24
400,product_400,books,436.95
401,product_401,grocery,315.99
402,product_402,home,24.17
403,product_403,books,361.23
404,product_404,home,219.82
405,product_405,apparel,19.2
406,product_406,apparel,477.78
407,product_407,sports,263.77
408,product_408,electronics,416.51
409,product_409,home,83.77
410,product_410,toys,15.26
411,product_411,books,28.32
412,product_412,apparel,443.42
413,product_413,home,177.64
414,product_414,home,230.39
415,product_415,toys,251.64
416,product_416,grocery,262.4
417,product_417,apparel,28.65
418,product_418,beauty,217.1
419,product_419,sports,482.15
420,product_420,apparel,217.53
421,product_421,beauty,53.44
422,product_422,sports,285.76
423,product_423,toys,225.93
424,product_424,sports,32.55
425,product_425,beauty,136.72
426,product_426,electronics,245.87
427,product_427,grocery,251.95
428,product_428,toys,131.49
429,product_429,sports,46.6
430,product_430,books,352.07
431,product_431,grocery,411.82
432,product_432,toys,404.99
433,product_433,apparel,24.1
434,product_434,apparel,358.46
435,product_435,toys,456.79
436,product_436,home,490.01
437,product_437,apparel,233.37
438,product_438,books,111.12
439,product_439,home,97.38
440,product_440,grocery,157.2
441,product_441,toys,128.32
442,product_442,apparel,58.48
443,product_443,electronics,241.1
444,product_444,sports,52.73
445,product_445,books,57.15
446,product_446,electronics,43.72
447,product_447,apparel,227.51
448,product_448,sports,279.32
449,product_449,toys,91.98
450,product_450,toys,228.85
451,product_451,grocery,397.64
452,product_452,home,238.17
453,product_453,sports,158.43
454,product_454,toys,144.11
455,product_455,electronics,406.51
456,product_456,electronics,432.28
457,product_457,grocery,306.39
458,product_458,books,154.6
459,product_459,electronics,112.09
460,product_460,apparel,81.33
461,product_461,home,287.29
462,product_462,toys,114.49
463,product_463,beauty,139.3
464,product_464,apparel,288.27
465,product_465,apparel,53.26
466,product_466,electronics,171.84
467,product_467,toys,487.05
468,product_468,electronics,370.99
469,product_469,sports,20.68
470,product_470,books,439.4
471,product_471,beauty,118.44
472,product_472,books,109.53
473,product_473,electronics,438.93
474,product_474,books,306.78
475,product_475,electronics,409.79
476,product_476,home,129.02
477,product_477,books,25.31
478,product_478,electronics,362.45
479,product_479,toys,76.02
480,product_480,electronics,129.66
481,product_481,electronics,430.62
482,product_482,toys,258.48
483,product_483,apparel,160.5
484,product_484,toys,257.38
485,product_485,books,492.16
486,product_486,sports,119.16
487,product_487,books,355.27
488,product_488,books,57.93
489,product_489,apparel,197.72
490,product_490,electronics,61.33
491,product_491,toys,303.5
492,product_492,toys,466.67
493,product_493,apparel,464.14
494,product_494,books,111.48
495,product_495,toys,43.32
496,product_496,electronics,409.48
497,product_497,apparel,129.04
498,product_498,home,105.86
499,product_499,beauty,377.86
500,product_500,home,426.26
501,product_501,grocery,415.74
502,product_502,sports,196.03
503,product_503,beauty,274.06
504,product_504,home,459.09
505,product_505,home,496.97
506,product_506,books,398.26
507,product_507,apparel,480.9
508,product_508,apparel,270.74
509,product_509,grocery,207.73
510,product_510,beauty,337.51
511,product_511,grocery,152.11
512,product_512,apparel,365.74
513,product_513,books,87.95
514,product_514,beauty,476.43
515,product_515,home,20.27
516,product_516,beauty,402.78
517,product_517,home,374.54
518,product_518,grocery,219.93
519,product_519,home,234.91
520,product_520,beauty,423.88
521,product_521,sports,71.34
522,product_522,electronics,415.6
523,product_523,books,226.92
524,product_524,grocery,303.21
525,product_525,books,269.69
526,product_526,sports,204.36
527,product_527,electronics,103.44
528,product_528,electronics,96.84
529,product_529,electronics,467.22
530,product_530,sports,67.94
531,product_531,books,287.49
532,product_532,apparel,478.61
533,product_533,toys,478.23
534,product_534,toys,209.48
535,product_535,electronics,343.48
536,product_536,beauty,418.51
537,product_537,books,458.16
538,product_538,apparel,447.67
539,product_539,toys,56.12
540,product_540,toys,170.9
541,product_541,electronics,261.62
542,product_542,electronics,300.3
543,product_543,books,197.86
544,product_544,electronics,408.21
545,product_545,electronics,53.25
546,product_546,sports,498.71
547,product_547,electronics,308.18
548,product_548,grocery,186.46
549,product_549,electronics,332.85
550,product_550,apparel,462.91
551,product_551,beauty,240.0
552,product_552,apparel,361.6
553,product_553,sports,172.01
554,product_554,sports,425.95
555,product_555,toys,119.09
556,product_556,apparel,32.4
557,product_557,toys,63.36
558,product_558,home,477.58
559,product_559,toys,323.87
560,product_560,books,153.39
561,product_561,beauty,245.72
562,product_562,toys,160.17
563,product_563,apparel,391.88
564,product_564,sports,285.16
565,product_565,beauty,424.18
566,product_566,books,191.21
567,product_567,toys,379.61
568,product_568,home,215.28
569,product_569,electronics,265.28
570,product_570,electronics,373.96
571,product_571,beauty,410.87
572,product_572,home,457.33
573,product_573,beauty,157.17
574,product_574,home,109.08
575,product_575,toys,263.91
576,product_576,home,214.87
577,product_577,toys,50.55
578,product_578,beauty,243.66
579,product_579,beauty,21.64
580,product_580,toys,113.96
581,product_581,beauty,300.66
582,product_582,electronics,498.54
583,product_583,grocery,20.07
584,product_584,sports,395.55
585,product_585,books,423.34
586,product_586,sports,111.65
587,product_587,apparel,430.17
588,product_588,electronics,459.98
589,product_589,grocery,434.0
590,product_590,books,275.53
591,product_591,grocery,24.96
592,product_592,electronics,431.77
593,product_593,grocery,97.51
594,product_594,books,240.98
595,product_595,toys,307.26
596,product_596,beauty,113.39
597,product_597,books,123.03
598,product_598,sports,383.76
599,product_599,apparel,387.7
600,product_600,electronics,419.2
601,product_601,apparel,269.89
602,product_602,grocery,80.13
603,product_603,books,423.5
604,product_604,electronics,91.0
605,product_605,electronics,183.04
606,product_606,apparel,206.69
607,product_607,toys,331.04
608,product_608,sports,451.26
609,product_609,sports,347.94
610,product_610,books,341.95
611,product_611,beauty,12.54
612,product_612,toys,297.96
613,product_613,beauty,67.97
614,product_614,home,349.21
615,product_615,toys,296.05
616,product_616,home,458.16
617,product_617,toys,488.87
618,product_618,electronics,8.9
619,product_619,electronics,365.78
620,product_620,beauty,493.24
621,product_621,home,400.81
622,product_622,home,245.16
623,product_623,apparel,11.37
624,product_624,sports,75.28
625,product_625,electronics,206.97
626,product_626,sports,474.01
627,product_627,electronics,372.33
628,product_628,apparel,383.12
629,product_629,home,162.27
630,product_630,books,481.42
631,product_631,apparel,62.0
632,product_632,books,456.46
633,product_633,toys,43.59
634,product_634,grocery,56.48
635,product_635,apparel,222.62
636,product_636,books,374.08
637,product_637,sports,357.99
638,product_638,grocery,6.87
639,product_639,grocery,267.18
640,product_640,toys,370.59
641,product_641,grocery,345.56
642,product_642,beauty,260.87
643,product_643,beauty,270.88
644,product_644,sports,121.08
645,product_645,books,336.49
646,product_646,toys,58.27
647,product_647,home,241.29
648,product_648,toys,462.8
649,product_649,apparel,160.03
650,product_650,home,168.16
651,product_651,electronics,108.41
652,product_652,toys,340.58
653,product_653,grocery,175.3
654,product_654,apparel,152.6
655,product_655,grocery,176.89
656,product_656,toys,398.5
657,product_657,sports,489.94
658,product_658,apparel,412.84
659,product_659,home,196.88
660,product_660,apparel,218.95
661,product_661,books,255.25
662,product_662,toys,368.43
663,product_663,toys,414.49
664,product_664,grocery,129.05
665,product_665,toys,36.81
666,product_666,apparel,195.09
667,product_667,toys,177.88
668,product_668,toys,457.54
669,product_669,electronics,98.5
670,product_670,electronics,84.43
671,product_671,apparel,305.36
672,product_672,sports,440.57
673,product_673,toys,301.78
674,product_674,sports,98.77
675,product_675,books,419.99
676,product_676,beauty,371.6
677,product_677,books,326.86
678,product_678,electronics,149.42
679,product_679,grocery,454.01
680,product_680,electronics,497.58
681,product_681,sports,189.25
682,product_682,grocery,483.42
683,product_683,grocery,321.71
684,product_684,sports,65.15
685,product_685,toys,363.27
686,product_686,books,443.04
687,product_687,beauty,254.1
688,product_688,home,401.79
689,product_689,electronics,93.15
690,product_690,sports,107.47
691,product_691,sports,483.57
692,product_692,toys,382.89
693,product_693,beauty,162.69
694,product_694,electronics,14.8
695,product_695,apparel,329.14
696,product_696,home,74.24
697,product_697,electronics,227.4
698,product_698,toys,358.24
699,product_699,toys,432.37
700,product_700,grocery,464.58
701,product_701,apparel,190.77
702,product_702,electronics,180.6
703,product_703,sports,11.34
704,product_704,electronics,178.31
705,product_705,home,120.22
706,product_706,toys,364.99
707,product_707,sports,32.27
708,product_708,books,93.77
709,product_709,beauty,212.94
710,product_710,books,359.84
711,product_711,apparel,52.28
712,product_712,electronics,293.14
713,product_713,home,270.84
714,product_714,apparel,452.25
715,product_715,electronics,413.42
716,product_716,books,478.67
717,product_717,beauty,47.66
718,product_718,apparel,114.55
719,product_719,apparel,102.74
720,product_720,home,121.47
721,product_721,electronics,75.44
722,product_722,books,458.95
723,product_723,books,239.41
724,product_724,books,405.64
725,product_725,electronics,465.41
726,product_726,books,192.59
727,product_727,toys,481.0
728,product_728,home,263.91
729,product_729,books,180.21
730,product_730,electronics,392.59
731,product_731,sports,396.87
732,product_732,home,451.27
733,product_733,beauty,113.37
734,product_734,home,263.52
735,product_735,sports,435.9
736,product_736,apparel,494.91
737,product_737,grocery,239.08
738,product_738,beauty,78.82
739,product_739,books,64.69
740,product_740,beauty,122.13
741,product_741,beauty,452.44
742,product_742,sports,219.06
743,product_743,books,156.36
744,product_744,home,468.86
745,product_745,toys,290.3
746,product_746,books,270.87
747,product_747,toys,99.12
748,product_748,books,208.51
749,product_749,books,403.99
750,product_750,sports,251.01
751,product_751,grocery,187.04
752,product_752,electronics,14.37
753,product_753,electronics,256.58
754,product_754,toys,13.93
755,product_755,grocery,250.33
756,product_756,grocery,32.51
757,product_757,beauty,304.07
758,product_758,toys,342.73
759,product_759,toys,297.14
760,product_760,beauty,269.98
761,product_761,home,299.84
762,product_762,apparel,64.37
763,product_763,electronics,498.67
764,product_764,sports,352.7
765,product_765,electronics,137.38
766,product_766,apparel,187.52
767,product_767,grocery,115.09
768,product_768,beauty,54.9
769,product_769,toys,128.16
770,product_770,beauty,276.16
771,product_771,beauty,298.42
772,product_772,books,49.97
773,product_773,sports,198.02
774,product_774,toys,495.9
775,product_775,apparel,61.05
776,product_776,electronics,380.98
777,product_777,toys,87.37
778,product_778,toys,95.64
779,product_779,sports,69.49
780,product_780,electronics,381.85
781,product_781,apparel,165.93
782,product_782,electronics,301.52
783,product_783,electronics,58.65
784,product_784,electronics,449.89
785,product_785,grocery,329.75
786,product_786,books,412.25
787,product_787,toys,263.01
788,product_788,apparel,257.45
789,product_789,books,145.5
790,product_790,grocery,262.52
791,product_791,books,25.95
792,product_792,toys,63.36
793,product_793,electronics,195.36
794,product_794,sports,479.86
795,product_795,grocery,28.16
796,product_796,toys,476.24
797,product_797,grocery,378.9
798,product_798,electronics,36.73
799,product_799,apparel,286.03
800,product_800,electronics,389.35
801,product_801,books,22.21
802,product_802,toys,282.94
803,product_803,apparel,435.95
804,product_804,grocery,27.37
805,product_805,books,14.59
806,product_806,electronics,54.12
807,product_807,home,19.25
808,product_808,electronics,395.86
809,product_809,grocery,192.68
810,product_810,beauty,178.17
811,product_811,toys,386.96
812,product_812,home,108.21
813,product_813,apparel,292.23
814,product_814,sports,417.03
815,product_815,home,121.19
816,product_816,books,268.56
817,product_817,books,296.41
818,product_818,books,260.45
819,product_819,grocery,188.41
820,product_820,grocery,168.1
821,product_821,books,32.08
822,product_822,grocery,409.03
823,product_823,beauty,78.3
824,product_824,grocery,9.97
825,product_825,beauty,57.39
826,product_826,electronics,6.2
827,product_827,grocery,158.83
828,product_828,grocery,482.57
829,product_829,grocery,195.52
830,product_830,sports,31.58
831,product_831,home,270.47
832,product_832,sports,465.45
833,product_833,apparel,328.51
834,product_834,beauty,149.07
835,product_835,electronics,215.45
836,product_836,books,344.9
837,product_837,books,280.91
838,product_838,home,335.24
839,product_839,electronics,334.19
840,product_840,grocery,470.14
841,product_841,toys,280.26
842,product_842,grocery,496.25
843,product_843,beauty,51.14
844,product_844,grocery,278.99
845,product_845,grocery,80.3
846,product_846,books,19.12
847,product_847,electronics,306.0
848,product_848,grocery,62.63
849,product_849,electronics,377.64
850,product_850,grocery,131.56
851,product_851,electronics,437.11
852,product_852,apparel,390.64
853,product_853,beauty,202.78
854,product_854,beauty,29.52
855,product_855,sports,134.0
856,product_856,apparel,70.57
857,product_857,grocery,180.12
858,product_858,electronics,150.26
859,product_859,toys,447.28
860,product_860,home,482.32
861,product_861,home,448.24
862,product_862,home,160.89
863,product_863,beauty,381.27
864,product_864,sports,287.78
865,product_865,electronics,447.45
866,product_866,apparel,138.06
867,product_867,toys,122.66
868,product_868,grocery,275.4
869,product_869,apparel,92.59
870,product_870,electronics,242.39
871,product_871,toys,178.38
872,product_872,apparel,412.91
873,product_873,grocery,359.08
874,product_874,books,434.98
875,product_875,apparel,16.2
876,product_876,grocery,372.25
877,product_877,toys,191.59
878,product_878,electronics,147.05
879,product_879,apparel,101.65
880,product_880,home,314.07
881,product_881,apparel,187.72
882,product_882,books,248.74
883,product_883,electronics,197.99
884,product_884,grocery,407.8
885,product_885,toys,413.95
886,product_886,beauty,439.17
887,product_887,books,270.2
888,product_888,toys,209.38
889,product_889,books,343.58
890,product_890,toys,160.38
891,product_891,home,60.31
892,product_892,sports,298.15
893,product_893,sports,360.62
894,product_894,electronics,470.13
895,product_895,home,200.0
896,product_896,home,408.6
897,product_897,home,49.23
898,product_898,home,455.22
899,product_899,grocery,17.73
900,product_900,home,158.39
901,product_901,home,318.6
902,product_902,apparel,136.91
903,product_903,apparel,18.71
904,product_904,home,211.29
905,product_905,toys,156.89
906,product_906,grocery,35.05
907,product_907,beauty,489.25
908,product_908,toys,229.94
909,product_909,grocery,357.43
910,product_910,grocery,290.6
911,product_911,apparel,212.09
912,product_912,apparel,458.05
913,product_913,sports,213.08
914,product_914,sports,392.56
915,product_915,grocery,198.1
916,product_916,beauty,379.12
917,product_917,books,265.33
918,product_918,books,365.96
919,product_919,sports,303.92
920,product_920,apparel,92.92
921,product_921,grocery,434.94
922,product_922,books,293.97
923,product_923,home,357.07
924,product_924,books,423.68
925,product_925,toys,102.18
926,product_926,grocery,15.57
927,product_927,books,153.43
928,product_928,electronics,497.69
929,product_929,sports,389.18
930,product_930,beauty,33.02
931,product_931,sports,132.95
932,product_932,books,313.25
933,product_933,books,182.17
934,product_934,apparel,157.59
935,product_935,books,115.89
936,product_936,toys,349.68
937,product_937,toys,136.79
938,product_938,toys,133.56
939,product_939,toys,191.77
940,product_940,home,457.03
941,product_941,home,460.95
942,product_942,sports,147.03
943,product_943,grocery,306.61
944,product_944,books,389.86
945,product_945,grocery,294.81
946,product_946,apparel,171.54
947,product_947,apparel,432.79
948,product_948,toys,455.61
949,product_949,books,403.05
950,product_950,grocery,248.09
951,product_951,beauty,405.45
952,product_952,books,125.48
953,product_953,beauty,177.62
954,product_954,grocery,24.36
955,product_955,apparel,359.09
956,product_956,apparel,120.32
957,product_957,apparel,5.17
958,product_958,beauty,414.69
959,product_959,toys,377.42
960,product_960,apparel,369.36
961,product_961,home,290.96
962,product_962,toys,61.22
963,product_963,beauty,378.02
964,product_964,apparel,44.71
965,product_965,electronics,340.24
966,product_966,home,39.45
967,product_967,sports,404.49
968,product_968,grocery,369.59
969,product_969,books,119.76
970,product_970,apparel,242.9
971,product_971,beauty,385.62
972,product_972,toys,414.2
973,product_973,grocery,323.0
974,product_974,toys,394.47
975,product_975,beauty,213.69
976,product_976,beauty,20.7
977,product_977,home,337.83
978,product_978,electronics,12.68
979,product_979,sports,255.21
980,product_980,toys,5.14
981,product_981,books,309.28
982,product_982,home,325.79
983,product_983,sports,70.58
984,product_984,apparel,104.46
985,product_985,sports,213.56
986,product_986,beauty,128.4
987,product_987,grocery,326.13
988,product_988,electronics,428.09
989,product_989,grocery,268.82
990,product_990,beauty,468.95
991,product_991,books,296.54
992,product_992,home,271.36
993,product_993,grocery,408.86
994,product_994,beauty,62.09
995,product_995,toys,136.13
996,product_996,grocery,384.09
997,product_997,toys,157.34
998,product_998,beauty,354.7
999,product_999,toys,284.11
1000,product_1000,beauty,183.33
1001,product_1001,books,53.33
1002,product_1002,electronics,229.92
1003,product_1003,books,482.84
1004,product_1004,sports,69.49
1005,product_1005,books,446.3
1006,product_1006,electronics,446.52
1007,product_1007,books,44.57
1008,product_1008,books,476.29
1009,product_1009,toys,27.66
1010,product_1010,beauty,334.6
1011,product_1011,electronics,39.27
1012,product_1012,beauty,348.25
1013,product_1013,grocery,43.06
1014,product_1014,apparel,341.82
1015,product_1015,electronics,424.89
1016,product_1016,beauty,97.42
1017,product_1017,home,40.62
1018,product_1018,electronics,53.67
1019,product_1019,sports,98.9
1020,product_1020,sports,328.73
1021,product_1021,electronics,234.35
1022,product_1022,beauty,96.72
1023,product_1023,grocery,445.51
1024,product_1024,grocery,148.15
1025,product_1025,beauty,379.85
1026,product_1026,grocery,256.86
1027,product_1027,grocery,153.47
1028,product_1028,toys,424.96
1029,product_1029,books,294.7
1030,product_1030,home,94.04
1031,product_1031,beauty,371.5
1032,product_1032,home,119.8
1033,product_1033,beauty,156.06
1034,product_1034,grocery,329.5
1035,product_1035,home,389.55
1036,product_1036,home,204.14
1037,product_1037,apparel,361.24
1038,product_1038,home,252.75
1039,product_1039,toys,363.89
1040,product_1040,sports,155.68
1041,product_1041,electronics,494.48
1042,product_1042,toys,146.35
1043,product_1043,home,297.27
1044,product_1044,books,239.45
1045,product_1045,grocery,144.88
1046,product_1046,electronics,369.43
1047,product_1047,beauty,144.49
